chunk,rule_number,section,article,text
33,Rule 4,Section 4,Article 1,Scrimmage
34,Rule 4,Section 4,Article 1,"The centre is allowed to make the motion which is necessary to snap the ball, but may not break their 3- or 4-point stance on the ball, to allow another player to become the centre. A line player of Team A, may not legally be moving in any direction, or change position by moving in any direction, immediately prior to the ball being snapped. Exceptions 4.3.2 (B) and 6.4.4 (C) Penalty: 1.2D – L5 DR, 3D DG – L5 DR, 3D DNG – LB PBD Canadian Amateur Rule Book for Tackle Football 23 Scrimmage Rule 4 Section 4 Article 1"
34,Rule 4,Section 4: Points of Scrimmage Restrictions,Article 1 – Ball Placement,"When the ball is placed in play by the Referee after a scoring play, after the ball has been declared dead in the end zone, or following the application of a penalty for a foul in the end zone or a foul on a convert, or the ball strikes the goal post assembly in flight. Team A may elect to put the ball into play, in the appropriate way, as required by the rules, at any point on or between the hash marks. If a rule specifies that the next point of scrimmage is the PLS, the ball will be placed at that specific spot."
34,Rule 4,Section 4: Points of Scrimmage Restrictions,Article 2 – Side Line,"If the ball becomes dead within 24 yards (22 metres) of the sideline, or goes out of bounds, it shall next be scrimmaged 24 yards (22 metres) in from that sideline at the yardage point where it became dead."
34,Rule 4,Section 4: Points of Scrimmage Restrictions,Article 3 – Goal Line,"If Team A has possession of a ball within 1 yard (1 metre) of either goal line, it shall be scrimmaged on the 1 yard (1 metre) line."
34,Rule 4,Section 4: Points of Scrimmage Restrictions,Article 4 – 3rd Down Position,"In the case of wet ground, on 3rd down on or within their own 15 yard (15 metre) line, Team A may position the ball away from the goal posts at the closest hash mark, or closest suitable spot to that point."
34,Rule 4,Section 4: Points of Scrimmage Restrictions,Article 5 – Near Own Goal Line,"In the case of wet ground, on any down on or within their own 5 yard (5 metre) line, Team A may position the ball away from the goal posts at the closest hash mark, or closest suitable spot to that point."
34,Rule 4,Section 5: Interference,Article 1 – Definitions,"a) Interference is a general term, applicable to both teams. It is committed when a player obstructs, blocks or charges against an opponent, even without direct contact, thereby preventing their approach to the ball carrier, potential ball carrier, or to the ball. Screening is interference without direct contact. b) Blocking is a term applicable to the movement of a player against an opponent to obstruct or move him/her in any way, and normally applies to Team A. c) Blocking below the waist is making the initial contact below the waist against an opponent, other than the ball carrier, with any part of the blocker’s body. d) A delayed knee block is a block that occurs when a player blocks an opponent, at or below the knees, while the opponent is engaged with a teammate of the blocker, with or without physical contact. e) The use of hands and arms in blocking is legal, provided that: 1. The hands may be slightly behind the elbows, even with the elbows, or in advance of the elbows. 2. The arms may be fully extended. 3. The hands shall be open, with the palms facing the opponent, or cupped or closed with the palms not facing the opponent. 4. The hands and arms are not used in a striking or punching manner, or to grasp, pull, encircle, lift, hook, lock, or clamp an opponent. 5. The hands are not clasped or locked. On a rolling or cross body block, the hands may be also legally extended from the body."
34,Rule 4,Section 5: Interference,Article 2 – Team A,"a) On any play from scrimmage, except when the ball is kicked across the line of scrimmage, all Team A players may interfere with opponents from deadline to deadline. b) On a kick play, Team A players may interfere with the opponents in and behind the neutral zone, until the ball is kicked, and then as covered in Rule 5. c) Interference on a Forward Pass Play – Rule 6, Section 4, Article 9. d) On any play from scrimmage, it shall be illegal for a player to block an opponent below the waist except as per – Rule 7 Section 3 Article 19."
35,Rule 4,Section 5,Article 3,"a) On any play from scrimmage, B players may use their hands and arms to reach the ball carrier, but shall not hold or encircle any A player other than the ball carrier. b) Interference on a Forward Pass Play – Rule 6, Section 4, Article 9. c) Interference on a Kicking Play – Rule 5. d) On any play from scrimmage, it shall be illegal for a player to block an opponent below the waist except as per – Rule 7 Section 3 Article 19"
